NAME,b1,a1,b2,a2,b3,a3,b4,a4,b5,a5,b6,a6,b7,a7,b8,a8,b9,a9,b10,a10,b11,a11,b12,a12,b13,a13,b14,a14,b15,a15,beam
MQXB.B2L8,0.0,0.0,-0.0020499999999999984,0.0,0.38737999999999995,-0.16598999999999997,0.09400000000000003,-0.15613000000000002,0.16037999999999994,-0.09924000000000005,0.12449000000000005,-0.10608,-0.03200000000000002,0.02999999999999995,0.012999999999999986,0.005000000000000004,0.0010000000000000007,0.005000000000000004,0.010000000000000007,0.010999999999999996,0.008000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MQXB.A2L8,0.0,0.0,-0.0020499999999999984,0.0,-0.8450899999999995,1.1214999999999997,0.36799999999999977,-0.028729999999999985,0.26544999999999996,0.20905999999999994,0.3127500000000001,-0.01225,-0.03799999999999992,0.022999999999999986,0.022999999999999986,0.012999999999999986,-0.01400000000000001,0.010999999999999996,0.01600000000000001,0.02599999999999997,0.012999999999999986,-0.0020000000000000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MQXA.1L8,0.0,0.0,-0.00013999999999999977,0.0,0.6519300000000001,-0.052619999999999986,1.3690699999999996,0.24303999999999998,-0.0411,0.037579999999999975,0.3173999999999999,-0.02899999999999995,0.004000000000000003,-0.0030000000000000022,0.15099999999999983,-0.0020000000000000013,-0.0010000000000000007,-0.0030000000000000022,-0.09800000000000006,-0.008000000000000005,-0.008000000000000005,-0.004000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MQXA.1R8,0.0,0.0,0.0034000000000000007,0.0,-0.5340199999999999,0.77239,1.46957,-0.4135199999999999,0.00286,-0.010080000000000004,0.24059,-0.0030000000000000022,-0.010999999999999996,0.0,0.15000000000000024,-0.0060000000000000045,0.010000000000000007,0.008000000000000005,-0.10399999999999988,-0.0060000000000000045,0.0030000000000000022,0.0060000000000000045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MQXB.A2R8,0.0,0.0,-0.00311,0.0,0.48236999999999974,0.6925999999999998,0.2929999999999995,0.25007999999999986,0.03568999999999997,0.19862999999999997,-0.4593900000000001,0.10485000000000001,-0.004000000000000003,-0.012000000000000009,0.020000000000000014,0.010000000000000007,-0.0060000000000000045,0.005000000000000004,0.007000000000000005,0.024999999999999953,0.008000000000000005,-0.0030000000000000022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MQXB.B2R8,0.0,0.0,-0.00311,0.0,0.16118000000000002,-1.71912,0.26399999999999957,-0.5811900000000001,0.22755000000000014,-0.20315999999999998,0.2544500000000001,-0.1272699999999999,0.05299999999999996,-0.09100000000000003,0.01899999999999996,-0.021999999999999992,-0.012000000000000009,-0.008000000000000005,0.0060000000000000045,0.007000000000000005,0.005000000000000004,-0.0010000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MQXA.3R8,0.0,0.0,-0.0018599999999999992,0.0,0.14425,0.7747300000000003,1.5906,-0.045129999999999997,7.999999999999957e-05,0.03462999999999999,0.26272999999999996,-0.07200000000000005,0.004000000000000003,-0.007000000000000005,0.05600000000000004,-0.009000000000000006,-0.0020000000000000013,-0.0030000000000000022,-0.024000000000000018,0.0,0.0030000000000000022,-0.0010000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MQXA.3L1,0.0,0.0,-0.0003399999999999994,0.0,0.16908,-0.22538,1.25495,0.12387999999999998,-0.08001,0.01163,0.19377999999999995,-0.010999999999999996,0.010000000000000007,-0.005000000000000004,-0.0020000000000000013,-0.008000000000000005,0.0010000000000000007,0.0010000000000000007,-0.024999999999999953,0.0,0.0,0.0010000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MQXB.B2L1,0.0,0.0,-0.0010799999999999994,0.0,-0.18284999999999996,0.10515000000000002,0.1159999999999998,-0.34959,0.15655,0.01656999999999999,0.16121000000000005,-0.16479,0.008000000000000005,0.004000000000000003,-0.031000000000000028,-0.020000000000000014,-0.0010000000000000007,0.0030000000000000022,0.007000000000000005,0.0030000000000000022,0.0060000000000000045,0.0010000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MQXB.A2L1,0.0,0.0,-0.0010799999999999994,0.0,0.33487000000000017,0.94112,0.23499999999999968,-0.13459,-0.019629999999999984,0.09328000000000004,0.16452999999999995,-0.03382999999999999,-0.007000000000000005,0.02800000000000002,-0.031000000000000028,-0.036000000000000025,-0.009000000000000006,0.009000000000000006,0.0030000000000000022,0.009000000000000006,0.005000000000000004,0.0020000000000000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MQXA.1L1,0.0,0.0,9.99999999999987e-06,0.0,0.65142,-0.05021999999999999,0.8821700000000005,0.23054000000000008,-0.039929999999999986,0.03664999999999998,0.33015000000000005,-0.02899999999999995,0.004000000000000003,-0.0030000000000000022,-0.1029999999999999,-0.0020000000000000013,-0.0010000000000000007,-0.0030000000000000022,-0.09800000000000006,-0.008000000000000005,-0.008000000000000005,-0.004000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
