NAME	RE_011100	IM_011100	RE_012000	IM_012000	RE_100200	IM_100200	RE_101100	IM_101100	RE_102000	IM_102000	RE_210000	IM_210000	RE_300000	IM_300000	RE_001300	IM_001300	RE_003100	IM_003100	RE_004000	IM_004000	RE_021100	IM_021100	RE_110200	IM_110200	RE_022000	IM_022000	RE_112000	IM_112000	RE_130000	IM_130000	RE_200200	IM_200200	RE_201100	IM_201100	RE_202000	IM_202000	RE_400000	IM_400000	RE_310000	IM_310000	RE_001200	IM_001200	RE_002100	IM_002100	RE_003000	IM_003000	RE_021000	IM_021000	RE_110100	IM_110100	RE_111000	IM_111000	RE_200100	IM_200100	RE_201000	IM_201000	RE_011200	IM_011200	RE_012100	IM_012100	RE_031000	IM_031000	RE_013000	IM_013000	RE_100300	IM_100300	RE_101200	IM_101200	RE_102100	IM_102100	RE_103000	IM_103000	RE_120100	IM_120100	RE_121000	IM_121000	RE_210100	IM_210100	RE_211000	IM_211000	
IP1	    -13.8518	    -28.2814	    -12.3681	     11.8882	    -12.3681	    -11.8882	    -13.8518	     28.2814	    -32.6411	      1.0940	    -25.3728	    -23.4851	    -16.0687	     30.6294	   1901.1913	   -138.0255	   1901.1913	    138.0255	    587.4357	  -1099.2144	   6471.5807	   3507.2924	  -6216.4045	   2906.6442	  13790.2473	  17249.5537	  -6216.4045	  -2906.6442	  -5465.6385	  -1363.7602	  13790.2473	 -17249.5537	   6471.5807	  -3507.2924	  -3806.0013	  -2080.0530	  -3112.2380	  -5224.0545	  -5465.6385	   1363.7602	     -0.0229	     -0.0111	     -0.0229	      0.0111	     -0.0966	     -0.0105	     -0.0052	     -0.0008	     -0.0077	      0.0008	     -0.0077	     -0.0008	     -0.0052	      0.0008	     -0.0366	      0.0009	      8.3309	      9.0893	     45.4920	    -38.3105	      1.3579	      1.1242	      7.9339	     -2.1057	      7.9339	      2.1057	     45.4920	     38.3105	      8.3309	     -9.0893	    -11.7701	     -9.6108	     -3.0076	      3.2596	     45.4345	     14.5222	     45.4345	    -14.5222	     -3.0076	     -3.2596	
BPMSW.1R1.B2_DOROS	    -28.4711	     13.4576	    -12.0598	    -12.2009	    -12.0598	     12.2009	    -28.4711	    -13.4576	      2.4553	     32.5670	     23.1304	    -25.6965	     31.2723	     14.7787	  -1911.7846	     84.8121	  -1911.7846	    -84.8121	    523.4478	  -1130.1145	  -6379.1397	  -3685.9203	   6287.4628	  -2732.5867	  13787.7622	  17248.5470	   6287.4628	   2732.5867	   5418.1610	   1514.8547	  13787.7622	 -17248.5470	  -6379.1397	   3685.9203	  -3919.5206	  -1864.9776	  -3399.4283	  -5043.0459	   5418.1610	  -1514.8547	     -0.0148	      0.0227	     -0.0148	     -0.0227	     -0.0076	      0.0970	     -0.0019	      0.0052	     -0.0015	      0.0076	     -0.0015	     -0.0076	     -0.0019	     -0.0052	      0.0013	      0.0366	     -8.5046	     -9.5457	     45.4458	    -38.3546	     -1.4423	     -1.3112	     -7.8424	      2.3691	     -7.8424	     -2.3691	     45.4458	     38.3546	     -8.5046	      9.5457	    -12.6415	     -8.7911	      3.0327	     -3.4004	     45.4946	     14.4127	     45.4946	    -14.4127	      3.0327	      3.4004	
BPMWF.A1R1.B2	    -28.4699	     13.4600	    -12.0587	    -12.2020	    -12.0587	     12.2020	    -28.4699	    -13.4600	      2.4470	     32.5677	     23.1326	    -25.6946	     31.2685	     14.7867	  -1911.8163	     85.1368	  -1911.8163	    -85.1368	    523.8216	  -1129.9353	  -6379.8144	  -3684.8337	   6286.9506	  -2733.6601	  13787.7392	  17248.5469	   6286.9506	   2733.6601	   5418.3731	   1513.9295	  13787.7392	 -17248.5469	  -6379.8144	   3684.8337	  -3918.9074	  -1866.3130	  -3397.7197	  -5044.2044	   5418.3731	  -1513.9295	     -0.0148	      0.0227	     -0.0148	     -0.0227	     -0.0076	      0.0970	     -0.0019	      0.0052	     -0.0015	      0.0076	     -0.0015	     -0.0076	     -0.0019	     -0.0052	      0.0013	      0.0366	     -8.5088	     -9.5457	     45.4455	    -38.3549	     -1.4432	     -1.3119	     -7.8426	      2.3680	     -7.8426	     -2.3680	     45.4455	     38.3549	     -8.5088	      9.5457	    -12.6407	     -8.7945	      3.0317	     -3.4023	     45.4950	     14.4121	     45.4950	    -14.4121	      3.0317	      3.4023	
BPMS.2R1.B2	    -28.4178	     13.5697	    -11.9840	    -12.2754	    -11.9840	     12.2754	    -28.4178	    -13.5697	      1.9966	     32.5984	     23.2315	    -25.6052	     31.0953	     15.1475	  -1911.6011	    104.1671	  -1911.6011	   -104.1671	    546.0527	  -1119.2647	  -6410.0920	  -3635.5375	   6257.3595	  -2796.1489	  13747.8665	  17279.5088	   6257.3595	   2796.1489	   5371.5086	   1471.6745	  13747.8665	 -17279.5088	  -6410.0920	   3635.5375	  -3886.3230	  -1935.2951	  -3334.0907	  -5095.8154	   5371.5086	  -1471.6745	     -0.0150	      0.0228	     -0.0150	     -0.0228	     -0.0092	      0.0969	     -0.0022	      0.0052	     -0.0021	      0.0077	     -0.0021	     -0.0077	     -0.0022	     -0.0052	      0.0005	      0.0366	     -8.6418	     -9.4979	     45.4773	    -38.3018	     -1.4840	     -1.3449	     -7.8837	      2.2903	     -7.8837	     -2.2903	     45.4773	     38.3018	     -8.6418	      9.4979	    -12.5260	     -9.0112	      2.9827	     -3.4928	     45.4966	     14.4328	     45.4966	    -14.4328	      2.9827	      3.4928	
BPMSY.4R1.B2	    -28.3453	     13.7205	    -11.8554	    -12.3996	    -11.8554	     12.3996	    -28.3453	    -13.7205	      1.3102	     32.6332	     23.3672	    -25.4814	     30.8500	     15.6411	  -1955.2683	    134.0209	  -1955.2683	   -134.0209	    569.6078	  -1101.4267	  -6482.9577	  -3566.7138	   6177.9889	  -2894.3736	  13642.1106	  17349.8374	   6177.9889	   2894.3736	   5333.6520	   1415.0178	  13642.1106	 -17349.8374	  -6482.9577	   3566.7138	  -3851.2709	  -2037.2422	  -3238.3581	  -5165.7551	   5333.6520	  -1415.0178	     -0.0339	      0.0228	     -0.0339	     -0.0228	     -0.0178	      0.0967	     -0.0070	      0.0053	     -0.0117	      0.0077	     -0.0117	     -0.0077	     -0.0070	     -0.0053	     -0.0050	      0.0365	    -11.2107	    -10.5906	     45.3668	    -38.4591	     -2.0052	     -1.9768	     -7.6234	      2.3637	     -7.6234	     -2.3637	     45.3668	     38.4591	    -11.2107	     10.5906	    -14.1957	     -8.6499	      2.6664	     -4.5366	     45.7576	     14.0655	     45.7576	    -14.0655	      2.6664	      4.5366	
BPMWB.4R1.B2	    -27.8973	     14.6124	    -11.3124	    -12.8977	    -11.3124	     12.8977	    -27.8973	    -14.6124	     -2.1641	     32.5877	     24.1634	    -24.7275	     29.2242	     18.5015	  -1940.1345	    279.5858	  -1940.1345	   -279.5858	    727.0985	  -1004.3940	  -6696.2245	  -3148.6838	   5944.7327	  -3347.3851	  13445.8763	  17502.3115	   5944.7327	   3347.3851	   5412.6265	   1074.0249	  13445.8763	 -17502.3115	  -6696.2245	   3148.6838	  -3534.2605	  -2548.0675	  -2558.6868	  -5533.9950	   5412.6265	  -1074.0249	     -0.0331	      0.0241	     -0.0331	     -0.0241	     -0.0286	      0.0941	     -0.0069	      0.0055	     -0.0114	      0.0081	     -0.0114	     -0.0081	     -0.0069	     -0.0055	     -0.0087	      0.0358	    -11.9349	     -9.7999	     45.5817	    -38.2072	     -2.1162	     -1.8578	     -7.7834	      1.7457	     -7.7834	     -1.7457	     45.5817	     38.2072	    -11.9349	      9.7999	    -12.8237	    -10.5919	      2.3469	     -4.7102	     45.6779	     14.3227	     45.6779	    -14.3227	      2.3469	      4.7102	
BPMYA.4R1.B2	    -27.7650	     14.8591	    -10.4372	    -13.6148	    -10.4372	     13.6148	    -27.7650	    -14.8591	     -4.8786	     32.2931	     24.3817	    -24.5124	     28.7221	     19.2719	  -1913.8210	    423.8037	  -1913.8210	   -423.8037	    868.6910	   -884.8193	  -6750.7590	  -3029.3364	   5677.9926	  -3782.1862	  12425.7065	  18240.7804	   5677.9926	   3782.1862	   5430.8053	    977.9366	  12425.7065	 -18240.7804	  -6750.7590	   3029.3364	  -3283.4973	  -2863.7592	  -2360.9302	  -5621.2110	   5430.8053	   -977.9366	     -0.0322	      0.0253	     -0.0322	     -0.0253	     -0.0389	      0.0903	     -0.0070	      0.0053	     -0.0111	      0.0085	     -0.0111	     -0.0085	     -0.0070	     -0.0053	     -0.0106	      0.0353	    -12.3781	     -9.2388	     46.6536	    -36.8919	     -2.0960	     -1.8806	     -7.9206	      0.9341	     -7.9206	     -0.9341	     46.6536	     36.8919	    -12.3781	      9.2388	    -11.4525	    -12.0626	      2.1266	     -4.8139	     45.2508	     15.6200	     45.2508	    -15.6200	      2.1266	      4.8139	
BPMR.5R1.B2	    -27.4556	     15.4233	     -6.5634	    -15.8499	     -6.5634	     15.8499	    -27.4556	    -15.4233	    -14.2720	     29.3761	     24.8775	    -24.0091	     27.4875	     20.9953	  -1720.4153	    939.4358	  -1720.4153	   -939.4358	   1207.0803	   -283.6985	  -6868.9288	  -2750.9859	   4401.8180	  -5212.2977	   7712.7619	  20679.3847	   4401.8180	   5212.2977	   5466.0974	    755.2469	   7712.7619	 -20679.3847	  -6868.9288	   2750.9859	  -2205.6663	  -3757.3473	  -1894.1296	  -5795.2117	   5466.0974	   -755.2469	     -0.0284	      0.0296	     -0.0284	     -0.0296	     -0.0725	      0.0664	     -0.0075	      0.0046	     -0.0098	      0.0100	     -0.0098	     -0.0100	     -0.0075	     -0.0046	     -0.0168	      0.0328	    -13.7021	     -7.1300	     50.7501	    -31.0159	     -1.9400	     -2.0417	     -7.6539	     -2.2423	     -7.6539	      2.2423	     50.7501	     31.0159	    -13.7021	      7.1300	     -5.1726	    -15.8088	      1.3252	     -5.0934	     43.0451	     20.9463	     43.0451	    -20.9463	      1.3252	      5.0934	
BPM.6R1.B2	    -26.5024	     17.0091	    -15.8980	      6.4459	    -15.8980	     -6.4459	    -26.5024	    -17.0091	     27.3688	     17.8211	     26.2446	    -22.5066	     23.3794	     25.4905	  -1051.1436	  -1654.5698	  -1051.1436	   1654.5698	  -1233.9548	    121.9625	  -7144.1337	  -1926.5929	   5491.9079	   4047.5541	  20256.1522	  -8764.2244	   5491.9079	  -4047.5541	   5516.9318	    109.1204	  20256.1522	   8764.2244	  -7144.1337	   1926.5929	  -4097.0251	   1482.2638	   -492.4013	  -6076.9877	   5516.9318	   -109.1204	      0.0409	     -0.0022	      0.0409	      0.0022	     -0.0973	     -0.0141	      0.0013	     -0.0087	      0.0140	     -0.0006	      0.0140	      0.0006	      0.0013	      0.0087	     -0.0059	     -0.0364	      5.9786	     14.2422	    -12.4650	     58.1565	      2.7969	     -0.3306	     -3.5402	     -7.1468	     -3.5402	      7.1468	    -12.4650	    -58.1565	      5.9786	    -14.2422	      9.7617	    -13.4679	     -4.2751	      3.0695	    -44.8326	     16.7829	    -44.8326	    -16.7829	     -4.2751	     -3.0695	
BPMRA.7R1.B2	    -22.6686	     21.8591	    -16.9511	     -2.6373	    -16.9511	      2.6373	    -22.6686	    -21.8591	      1.9846	     32.5992	     30.1359	    -16.9456	      5.2485	     34.1880	  -1889.9488	   -520.3072	  -1889.9488	    520.3072	   -242.6498	  -1215.9907	  -7337.0723	    958.1686	   6787.4733	   -688.2158	  22023.6304	  -1443.1538	   6787.4733	    688.2158	   5137.5855	  -2013.3192	  22023.6304	   1443.1538	  -7337.0723	   -958.1686	  -3090.3317	  -3071.2651	   3954.1517	  -4640.7928	   5137.5855	   2013.3192	      0.0374	     -0.0168	      0.0374	      0.0168	     -0.0312	     -0.0932	      0.0011	     -0.0088	      0.0128	     -0.0056	      0.0128	      0.0056	      0.0011	      0.0088	      0.0208	     -0.0304	     12.6725	      8.8313	    -22.2048	     55.1771	      2.6557	     -0.9378	      3.4527	     -7.1895	      3.4527	      7.1895	    -22.2048	    -55.1771	     12.6725	     -8.8313	     15.5831	      5.8174	     -1.9686	      4.8809	    -47.0387	      8.8876	    -47.0387	     -8.8876	     -1.9686	     -4.8809	
BPM.8R1.B2	      3.5732	     31.2866	    -14.5763	     -9.0469	    -14.5763	      9.0469	      3.5732	    -31.2866	    -26.8784	    -18.5544	     31.7747	     13.6266	    -17.8372	    -29.6343	   -975.7075	   1700.1165	   -975.7075	  -1700.1165	    800.4696	    947.0223	   2839.1710	   6833.1889	   1028.7093	  -6743.9647	  18440.2094	 -12127.5752	   1028.7093	   6743.9647	  -3283.8958	  -4434.4282	  18440.2094	  12127.5752	   2839.1710	  -6833.1889	   3054.7701	   3106.6599	  -5753.4656	   2017.3782	  -3283.8958	   4434.4282	      0.0193	     -0.0362	      0.0193	      0.0362	      0.0980	      0.0083	     -0.0077	     -0.0044	      0.0067	     -0.0123	      0.0067	      0.0123	     -0.0077	      0.0044	      0.0017	      0.0368	      8.7586	    -12.7230	     -7.3815	     59.0177	     -2.1372	     -1.8343	      7.9596	     -0.5000	      7.9596	      0.5000	     -7.3815	    -59.0177	      8.7586	     12.7230	    -16.5315	     -1.8366	      4.8921	      1.9404	    -43.2109	     20.6020	    -43.2109	    -20.6020	      4.8921	     -1.9404	
BPM.9R1.B2	     31.1574	      4.5651	     17.1542	     -0.2215	     17.1542	      0.2215	     31.1574	     -4.5651	    -28.9321	     15.1536	     -5.0299	     34.2052	     -8.6108	     33.4996	   -431.9792	  -1912.0305	   -431.9792	   1912.0305	   -876.2312	    877.4390	    918.6553	  -7342.5372	   3805.6605	   5661.5376	  17165.4692	  13873.0046	   3805.6605	  -5661.5376	    656.0249	   5478.7589	  17165.4692	 -13873.0046	    918.6553	   7342.5372	   2284.9341	   3709.8714	  -1193.6629	   5978.8611	    656.0249	  -5478.7589	     -0.0407	     -0.0048	     -0.0407	      0.0048	      0.0916	     -0.0357	     -0.0087	      0.0014	     -0.0139	     -0.0018	     -0.0139	      0.0018	     -0.0087	     -0.0014	      0.0362	     -0.0071	     -7.2758	     13.6255	    -40.7655	     43.3091	     -0.7986	      2.7009	     -2.0463	     -7.7082	     -2.0463	      7.7082	    -40.7655	    -43.3091	     -7.2758	    -13.6255	     -9.4534	    -13.6857	     -5.0788	     -1.3790	    -47.0466	     -8.8451	    -47.0466	      8.8451	     -5.0788	      1.3790	
BPM.10R1.B2	     27.6675	    -15.0342	     17.0527	     -1.8717	     17.0527	      1.8717	     27.6675	     15.0342	    -24.8209	    -21.2295	    -24.5423	     24.3538	    -28.3435	    -19.8256	  -1363.2164	  -1408.4584	  -1363.2164	   1408.4584	  -1181.7795	   -375.4608	  -6789.7140	  -2941.6327	   6194.8951	   2857.3684	  22031.2789	  -1319.7988	   6194.8951	  -2857.3684	   5442.9819	    907.8073	  22031.2789	   1319.7988	  -6789.7140	   2941.6327	  -4175.3563	   1243.9886	  -2214.4031	  -5680.5954	   5442.9819	   -907.8073	     -0.0405	      0.0064	     -0.0405	     -0.0064	      0.0886	      0.0426	     -0.0034	      0.0081	     -0.0138	      0.0020	     -0.0138	     -0.0020	     -0.0034	     -0.0081	      0.0075	      0.0361	      6.3852	     14.0642	    -22.3578	     55.1153	      2.7591	      0.5653	     -0.6569	     -7.9476	     -0.6569	      7.9476	    -22.3578	    -55.1153	      6.3852	    -14.0642	     12.5939	    -10.8645	     -4.1852	      3.1910	    -47.0635	      8.7557	    -47.0635	     -8.7557	     -4.1852	     -3.1910	
BPM.11R1.B2	     18.3072	    -25.6169	     17.0774	      1.6236	     17.0774	     -1.6236	     18.3072	     25.6169	      7.9486	    -31.6796	    -32.7217	     11.1710	     13.3786	    -31.8976	  -1939.4530	   -283.4592	  -1939.4530	    283.4592	     61.9857	  -1238.4807	  -6506.8338	   3522.8118	   6651.1149	  -1517.9613	  21030.2023	  -6697.2034	   6651.1149	   1517.9613	   4076.0261	  -3719.8266	  21030.2023	   6697.2034	  -6506.8338	  -3522.8118	  -1281.9112	  -4163.6448	   6043.6143	   -804.8037	   4076.0261	   3719.8266	     -0.0363	      0.0191	     -0.0363	     -0.0191	      0.0135	      0.0974	      0.0016	      0.0087	     -0.0124	      0.0064	     -0.0124	     -0.0064	      0.0016	     -0.0087	     -0.0316	      0.0190	     14.4342	      5.4965	    -15.3564	     57.4613	      1.9066	     -2.0729	      3.4673	     -7.1807	      3.4673	      7.1807	    -15.3564	    -57.4613	     14.4342	     -5.4965	     12.4424	     11.0366	     -0.7272	      5.2126	    -45.6159	     14.5201	    -45.6159	    -14.5201	     -0.7272	     -5.2126	
BPM.12R1.B2	    -30.0487	     -3.8927	      4.2905	     -1.8913	      4.2905	      1.8913	    -30.0487	      3.8927	     28.0492	      9.3980	    -20.8231	    -25.9892	    -28.5241	     20.1495	  -1471.6861	   1251.0727	  -1471.6861	  -1251.0727	   1281.0135	    483.1407	   3192.5469	    -42.1322	   3699.7627	  -7277.5484	  -9240.2410	 -20784.1085	   3699.7627	   7277.5484	  -5175.8658	    302.0361	  -9240.2410	  20784.1085	   3192.5469	     42.1322	  -2628.3494	   3245.1957	    382.6965	  -5931.9677	  -5175.8658	   -302.0361	     -0.0258	      0.0318	     -0.0258	     -0.0318	     -0.0866	      0.0467	      0.0069	     -0.0054	     -0.0089	      0.0108	     -0.0089	     -0.0108	      0.0069	      0.0054	      0.0252	     -0.0270	      3.5480	     -8.6945	     28.6152	     55.1346	     -0.8786	      1.4799	     -4.2977	     -6.6622	     -4.2977	      6.6622	     28.6152	    -55.1346	      3.5480	      8.6945	    -12.2588	     -7.3541	      6.0451	      0.5023	    -19.5938	     44.3087	    -19.5938	    -44.3087	      6.0451	     -0.5023	
BPM.13R1.B2	    -19.9033	     21.3956	      3.8780	      3.4864	      3.8780	     -3.4864	    -19.9033	    -21.3956	    -29.4378	     -5.9564	      8.3855	    -32.9721	     22.1593	    -27.4560	   1820.7506	    657.9205	   1820.7506	   -657.9205	   -289.2192	  -1337.2733	  -1152.0918	  -3096.0005	  -8063.2200	    315.4601	  -5609.5989	 -22094.5571	  -8063.2200	   -315.4601	   2175.3338	   4792.4613	  -5609.5989	  22094.5571	  -1152.0918	   3096.0005	   4115.2096	   -218.1189	  -3950.9676	   4526.4276	   2175.3338	  -4792.4613	      0.0142	      0.0384	      0.0142	     -0.0384	      0.0852	     -0.0492	      0.0003	     -0.0087	      0.0047	      0.0132	      0.0047	     -0.0132	      0.0003	      0.0087	     -0.0194	      0.0314	     -9.5607	      0.4431	     23.8019	     57.6903	      1.6564	      0.5085	      7.6115	      0.1121	      7.6115	     -0.1121	     23.8019	    -57.6903	     -9.5607	     -0.4431	      1.5929	     13.9584	     -2.1192	     -5.7147	    -23.2616	     42.5594	    -23.2616	    -42.5594	     -2.1192	      5.7147	
BPM.14R1.B2	     -9.8547	     29.3784	     -4.0162	      1.4411	     -4.0162	     -1.4411	     -9.8547	    -29.3784	     31.1096	     -3.7075	     23.8110	    -24.6698	     29.1503	     20.2458	   -797.1733	  -1903.9144	   -797.1733	   1903.9144	  -1377.0038	    313.9566	  -3194.1571	   -801.4714	   5714.3215	   5405.2518	  20311.1178	 -10322.7035	   5714.3215	  -5405.2518	   5192.2835	    951.0916	  20311.1178	  10322.7035	  -3194.1571	    801.4714	  -4105.8430	   -617.9932	  -2450.9355	  -5478.6378	   5192.2835	   -951.0916	      0.0409	      0.0018	      0.0409	     -0.0018	     -0.0972	      0.0148	      0.0018	     -0.0086	      0.0140	      0.0008	      0.0140	     -0.0008	      0.0018	      0.0086	     -0.0150	     -0.0337	      0.8615	      9.0020	    -17.5180	     60.9126	      1.6929	      0.0230	     -7.8782	      0.1493	     -7.8782	     -0.1493	    -17.5180	    -60.9126	      0.8615	     -9.0020	      9.9332	    -10.7980	     -5.4811	      2.5483	    -44.7281	     18.9097	    -44.7281	    -18.9097	     -5.4811	     -2.5483	
BPM.15R1.B2	      8.7607	     28.3855	     -1.2759	     -0.2225	     -1.2759	      0.2225	      8.7607	    -28.3855	      4.2255	     34.0417	      6.9680	    -23.5468	    -14.1508	     25.0397	  -1995.0100	    202.3792	  -1995.0100	   -202.3792	    787.9847	  -1199.8045	   -624.4608	    792.1752	   5810.4120	  -3585.7804	  22336.5077	  -2868.6606	   5810.4120	   3585.7804	    202.3363	  -3939.1484	  22336.5077	   2868.6606	   -624.4608	   -792.1752	   1906.0283	  -3132.0780	   4344.4189	  -4190.5703	    202.3363	   3939.1484	      0.0353	     -0.0207	      0.0353	      0.0207	      0.0005	     -0.0984	     -0.0006	     -0.0086	      0.0120	     -0.0071	      0.0120	      0.0071	     -0.0006	      0.0086	      0.0313	     -0.0195	      5.9115	      3.2547	    -26.7799	     59.4844	      0.8973	     -0.4210	     -4.0444	     -6.6705	     -4.0444	      6.6705	    -26.7799	    -59.4844	      5.9115	     -3.2547	      1.5928	     13.2305	      2.4393	      4.5234	    -46.2487	     11.6672	    -46.2487	    -11.6672	      2.4393	     -4.5234	
BPM.16R1.B2	     18.6086	     23.6217	    -13.0921	      5.0270	    -13.0921	     -5.0270	     18.6086	    -23.6217	    -28.7669	    -23.1937	     25.0756	      0.2422	     25.4443	    -12.7106	  -1425.7670	   1659.1473	  -1425.7670	  -1659.1473	   1181.8158	    323.2760	   4837.8030	   1468.3595	   1784.1226	  -5728.7538	  -5624.6251	 -21365.0626	   1784.1226	   5728.7538	  -2729.1549	   3081.6501	  -5624.6251	  21365.0626	   4837.8030	  -1468.3595	   1242.2452	   3683.5254	  -2759.9815	  -5444.0745	  -2729.1549	  -3081.6501	      0.0249	     -0.0326	      0.0249	      0.0326	      0.0903	     -0.0388	     -0.0072	      0.0050	      0.0085	     -0.0111	      0.0085	      0.0111	     -0.0072	     -0.0050	     -0.0253	      0.0268	      2.6506	    -12.4467	     31.2392	     54.6103	     -1.4371	      1.5035	      3.1292	     -6.6342	      3.1292	      6.6342	     31.2392	    -54.6103	      2.6506	     12.4467	    -15.4155	     -2.2930	      3.5852	     -2.8564	    -21.9057	     41.8065	    -21.9057	    -41.8065	      3.5852	      2.8564	
BPM.17R1.B2	     30.6913	     -2.7689	    -10.5395	     -8.4030	    -10.5395	      8.4030	     30.6913	      2.7689	     31.5938	     18.5231	     13.3372	     19.8398	    -21.2834	     18.3020	   2116.4330	    636.9464	   2116.4330	   -636.9464	   -476.6021	  -1116.5135	   -286.8881	  -5019.7236	  -6045.8138	    854.4906	  -3845.9920	 -21680.5344	  -6045.8138	   -854.4906	   3705.8999	   1439.9562	  -3845.9920	  21680.5344	   -286.8881	   5019.7236	   1827.0910	  -3464.8115	  -1531.4599	   5833.9551	   3705.8999	  -1439.9562	     -0.0143	     -0.0384	     -0.0143	      0.0384	     -0.0851	      0.0493	     -0.0003	      0.0087	     -0.0049	     -0.0131	     -0.0049	      0.0131	     -0.0003	     -0.0087	      0.0194	     -0.0313	    -12.3088	      2.2736	     29.0683	     55.4813	      1.8732	      0.8647	      4.7332	      5.8646	      4.7332	     -5.8646	     29.0683	    -55.4813	    -12.3088	     -2.2736	      8.4155	     13.3288	     -3.9254	     -2.1882	    -23.5899	     40.8185	    -23.5899	    -40.8185	     -3.9254	      2.1882	
BPM.18R1.B2	     23.0356	    -16.0314	     11.3301	     -9.2232	     11.3301	      9.2232	     23.0356	     16.0314	    -34.4286	     -9.0425	      2.9165	     24.0859	    -19.7617	    -19.6117	  -1035.4054	  -1808.6515	  -1035.4054	   1808.6515	  -1041.6867	    538.7078	  -4424.1009	  -2377.7747	   5035.8642	   3777.7163	  20332.3060	  -8540.8970	   5035.8642	  -3777.7163	   3184.1523	  -2479.6761	  20332.3060	   8540.8970	  -4424.1009	   2377.7747	  -2352.8082	   3108.8518	  -4757.8062	  -3782.3050	   3184.1523	   2479.6761	     -0.0409	     -0.0018	     -0.0409	      0.0018	      0.0972	     -0.0149	     -0.0018	      0.0085	     -0.0140	     -0.0006	     -0.0140	      0.0006	     -0.0018	     -0.0085	      0.0150	      0.0336	      4.0044	     12.4916	    -11.7000	     60.5357	      2.0903	      0.1567	     -5.1150	     -4.5340	     -5.1150	      4.5340	    -11.7000	    -60.5357	      4.0044	    -12.4916	      4.5038	    -14.4316	     -1.7844	      4.2477	    -43.8834	     17.0735	    -43.8834	    -17.0735	     -1.7844	     -4.2477	
BPM.19R1.B2	     19.7892	    -26.5870	     17.2869	      1.9310	     17.2869	     -1.9310	     19.7892	     26.5870	     10.1872	    -31.4420	    -32.3095	     12.1061	     10.3878	    -33.0880	  -2261.4035	     23.0193	  -2261.4035	    -23.0193	    173.6482	  -1196.2111	  -6490.5769	   2446.8312	   7396.6498	  -2362.9065	  22108.4385	  -3671.7841	   7396.6498	   2362.9065	   3967.0035	  -3334.5324	  22108.4385	   3671.7841	  -6490.5769	  -2446.8312	  -1275.5880	  -3615.9733	   5830.5826	  -1699.8989	   3967.0035	   3334.5324	     -0.0353	      0.0208	     -0.0353	     -0.0208	     -0.0005	      0.0983	      0.0006	      0.0088	     -0.0121	      0.0069	     -0.0121	     -0.0069	      0.0006	     -0.0088	     -0.0313	      0.0194	     14.8407	      4.1678	    -19.9015	     56.3744	      2.0887	     -1.9090	      4.7715	     -7.0243	      4.7715	      7.0243	    -19.9015	    -56.3744	     14.8407	     -4.1678	     11.4617	     12.7413	     -0.6060	      5.2530	    -46.6780	     10.9605	    -46.6780	    -10.9605	     -0.6060	     -5.2530	
BPM.20R1.B2	    -30.0228	     -4.2851	      4.4025	     -1.5377	      4.4025	      1.5377	    -30.0228	      4.2851	     27.5939	     10.6723	    -21.2047	    -25.6860	    -27.6844	     21.3189	  -1542.3361	   1627.4616	  -1542.3361	  -1627.4616	   1260.9476	    519.5824	   2399.4964	    457.8124	   3831.4195	  -8153.9554	  -7723.4929	 -21707.5109	   3831.4195	   8153.9554	  -4872.5068	    260.8584	  -7723.4929	  21707.5109	   2399.4964	   -457.8124	  -2728.7414	   2664.4480	   -127.7932	  -5939.4152	  -4872.5068	   -260.8584	     -0.0249	      0.0325	     -0.0249	     -0.0325	     -0.0904	      0.0389	      0.0071	     -0.0050	     -0.0086	      0.0110	     -0.0086	     -0.0110	      0.0071	      0.0050	      0.0252	     -0.0269	      3.4313	     -8.7359	     26.2287	     56.2924	     -0.9841	      1.4095	     -3.6063	     -7.0715	     -3.6063	      7.0715	     26.2287	    -56.2924	      3.4313	      8.7359	    -11.6768	     -8.2533	      6.0563	      0.4076	    -21.4791	     43.4327	    -21.4791	    -43.4327	      6.0563	     -0.4076	
BPM.21R1.B2	    -19.9038	     21.3888	      3.8806	      3.4808	      3.8806	     -3.4808	    -19.9038	    -21.3888	    -29.4569	     -5.8912	      8.3763	    -32.9730	     22.1325	    -27.4802	   2147.2721	    667.1923	   2147.2721	   -667.1923	   -408.0157	  -1300.6827	   -487.9846	  -2508.9190	  -8910.5161	     80.7670	  -5918.2450	 -22323.4650	  -8910.5161	    -80.7670	   2148.5386	   4474.1716	  -5918.2450	  22323.4650	   -487.9846	   2508.9190	   3749.9237	    116.9050	  -3804.8524	   4649.9448	   2148.5386	  -4474.1716	      0.0142	      0.0384	      0.0142	     -0.0384	      0.0850	     -0.0494	      0.0003	     -0.0087	      0.0047	      0.0132	      0.0047	     -0.0132	      0.0003	      0.0087	     -0.0194	      0.0314	     -9.5619	      0.4372	     23.8268	     57.6754	      1.6552	      0.5127	      7.6138	      0.0957	      7.6138	     -0.0957	     23.8268	    -57.6754	     -9.5619	     -0.4372	      1.6351	     13.9537	     -2.1081	     -5.7209	    -23.2370	     42.5783	    -23.2370	    -42.5783	     -2.1081	      5.7209	
