NAME	RE_011100	IM_011100	RE_012000	IM_012000	RE_100200	IM_100200	RE_101100	IM_101100	RE_102000	IM_102000	RE_210000	IM_210000	RE_300000	IM_300000	RE_001300	IM_001300	RE_003100	IM_003100	RE_004000	IM_004000	RE_021100	IM_021100	RE_110200	IM_110200	RE_022000	IM_022000	RE_112000	IM_112000	RE_130000	IM_130000	RE_200200	IM_200200	RE_201100	IM_201100	RE_202000	IM_202000	RE_400000	IM_400000	RE_310000	IM_310000	RE_001200	IM_001200	RE_002100	IM_002100	RE_003000	IM_003000	RE_021000	IM_021000	RE_110100	IM_110100	RE_111000	IM_111000	RE_200100	IM_200100	RE_201000	IM_201000	RE_011200	IM_011200	RE_012100	IM_012100	RE_031000	IM_031000	RE_013000	IM_013000	RE_100300	IM_100300	RE_101200	IM_101200	RE_102100	IM_102100	RE_103000	IM_103000	RE_120100	IM_120100	RE_121000	IM_121000	RE_210100	IM_210100	RE_211000	IM_211000	
IP1	    -13.8656	    -28.2724	    -12.3656	     11.8956	    -12.3656	    -11.8956	    -13.8656	     28.2724	    -32.5995	      1.0638	    -25.4110	    -23.5110	    -16.0779	     30.6803	   1900.2297	   -139.3060	   1900.2297	    139.3060	    588.4295	  -1098.9433	   6469.5574	   3508.1934	  -6217.7758	   2904.4745	  13805.7716	  17273.1175	  -6217.7758	  -2904.4745	  -5476.0231	  -1367.0012	  13805.7716	 -17273.1175	   6469.5574	  -3508.1934	  -3805.9015	  -2078.0904	  -3119.4463	  -5236.0664	  -5476.0231	   1367.0012	      0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	     -0.0000	      0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	
BPMSW.1R1.B2_DOROS	    -28.4625	     13.4710	    -12.0665	    -12.1989	    -12.0665	     12.1989	    -28.4625	    -13.4710	      2.4230	     32.5268	     23.1552	    -25.7356	     31.3244	     14.7838	  -1910.8542	     86.1823	  -1910.8542	    -86.1823	    524.5315	  -1129.8642	  -6376.9429	  -3687.0221	   6288.6831	  -2730.5894	  13802.0157	  17273.1272	   6288.6831	   2730.5894	   5428.3902	   1518.6026	  13802.0157	 -17273.1272	  -6376.9429	   3687.0221	  -3919.3243	  -1862.9959	  -3407.7008	  -5054.3638	   5428.3902	  -1518.6026	     -0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	      0.0000	      0.0000	      0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	
BPMWF.A1R1.B2	    -28.4614	     13.4734	    -12.0654	    -12.1999	    -12.0654	     12.1999	    -28.4614	    -13.4734	      2.4147	     32.5274	     23.1574	    -25.7336	     31.3206	     14.7918	  -1910.8856	     86.5068	  -1910.8856	    -86.5068	    524.9053	  -1129.6846	  -6377.6177	  -3685.9358	   6288.1712	  -2731.6630	  13801.9926	  17273.1272	   6288.1712	   2731.6630	   5428.6029	   1517.6756	  13801.9926	 -17273.1272	  -6377.6177	   3685.9358	  -3918.7117	  -1864.3312	  -3405.9884	  -5055.5251	   5428.6029	  -1517.6756	     -0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	      0.0000	      0.0000	      0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	
BPMS.2R1.B2	    -28.4092	     13.5831	    -11.9907	    -12.2734	    -11.9907	     12.2734	    -28.4092	    -13.5831	      1.9649	     32.5576	     23.2565	    -25.6441	     31.1473	     15.1532	  -1910.6565	    105.5281	  -1910.6565	   -105.5281	    547.1316	  -1118.9922	  -6407.9036	  -3636.6569	   6258.5997	  -2794.1651	  13762.0608	  17304.1242	   6258.5997	   2794.1651	   5381.7661	   1475.3420	  13762.0608	 -17304.1242	  -6407.9036	   3636.6569	  -3886.1620	  -1933.3105	  -3342.1846	  -5107.2619	   5381.7661	  -1475.3420	     -0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	      0.0000	      0.0000	      0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	
BPMSY.4R1.B2	    -28.3366	     13.7338	    -11.8621	    -12.3977	    -11.8621	     12.3977	    -28.3366	    -13.7338	      1.2793	     32.5918	     23.3924	    -25.5202	     30.9019	     15.6477	  -1954.2908	    135.3665	  -1954.2908	   -135.3665	    570.6844	  -1101.1198	  -6480.7790	  -3567.8568	   6179.2631	  -2892.4112	  13656.1756	  17374.5295	   6179.2631	   2892.4112	   5343.9473	   1418.5766	  13656.1756	 -17374.5295	  -6480.7790	   3567.8568	  -3851.1588	  -2035.2547	  -3246.2078	  -5177.3705	   5343.9473	  -1418.5766	     -0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	      0.0000	      0.0000	      0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	
BPMWB.4R1.B2	    -27.8883	     14.6254	    -11.3192	    -12.8961	    -11.3192	     12.8961	    -27.8883	    -14.6254	     -2.1904	     32.5433	     24.1899	    -24.7655	     29.2753	     18.5129	  -1939.0588	    280.8568	  -1939.0588	   -280.8568	    728.1197	  -1003.9286	  -6694.1213	  -3149.9656	   5946.1464	  -3345.5295	  13459.6357	  17527.1807	   5946.1464	   3345.5295	   5423.1262	   1076.9262	  13459.6357	 -17527.1807	  -6694.1213	   3149.9656	  -3534.4214	  -2546.0858	  -2565.0085	  -5546.5080	   5423.1262	  -1076.9262	     -0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	      0.0000	      0.0000	      0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	
BPMYA.4R1.B2	    -27.7558	     14.8721	    -10.4441	    -13.6136	    -10.4441	     13.6136	    -27.7558	    -14.8721	     -4.9012	     32.2466	     24.4085	    -24.5501	     28.7729	     19.2847	  -1912.6531	    424.9925	  -1912.6531	   -424.9925	    869.6330	   -884.2054	  -6748.6785	  -3030.6560	   5679.5372	  -3780.4467	  12438.0064	  18266.4068	   5679.5372	   3780.4467	   5441.3547	    980.6519	  12438.0064	 -18266.4068	  -6748.6785	   3030.6560	  -3283.8384	  -2861.8034	  -2366.8056	  -5633.9397	   5441.3547	   -980.6519	     -0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	      0.0000	      0.0000	      0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	
BPMR.5R1.B2	    -27.4461	     15.4361	     -6.5703	    -15.8505	     -6.5703	     15.8505	    -27.4461	    -15.4361	    -14.2798	     29.3249	     24.9050	    -24.0463	     27.5373	     21.0112	  -1718.9611	    940.2559	  -1718.9611	   -940.2559	   1207.5495	   -282.6719	  -6866.9033	  -2752.3910	   4403.7762	  -5211.0645	   7718.5477	  20707.2219	   4403.7762	   5211.0645	   5476.7488	    757.5302	   7718.5477	 -20707.2219	  -6866.9033	   2752.3910	  -2206.6043	  -3755.6041	  -1898.9489	  -5808.3768	   5476.7488	   -757.5302	     -0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	      0.0000	      0.0000	      0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	
BPM.6R1.B2	    -26.4922	     17.0213	    -15.8985	      6.4534	    -15.8985	     -6.4534	    -26.4922	    -17.0213	     27.3177	     17.8215	     26.2742	    -22.5421	     23.4258	     25.5149	  -1051.8112	  -1653.0992	  -1051.8112	   1653.0992	  -1234.2765	    120.9644	  -7142.2860	  -1928.2295	   5490.6731	   4049.7708	  20283.3705	  -8772.0909	   5490.6731	  -4049.7708	   5527.7773	    110.1419	  20283.3705	   8772.0909	  -7142.2860	   1928.2295	  -4095.4328	   1483.6416	   -494.0283	  -6090.9126	   5527.7773	   -110.1419	      0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	
BPMRA.7R1.B2	    -22.6563	     21.8690	    -16.9553	     -2.6316	    -16.9553	      2.6316	    -22.6563	    -21.8690	      1.9531	     32.5584	     30.1719	    -16.9746	      5.2734	     34.2340	  -1889.4678	   -518.7269	  -1889.4678	    518.7269	   -241.6337	  -1216.4198	  -7335.9927	    955.9497	   6788.0313	   -685.8961	  22051.9412	  -1440.9189	   6788.0313	    685.8961	   5147.9944	  -2016.5323	  22051.9412	   1440.9189	  -7335.9927	   -955.9497	  -3090.8283	  -3069.3064	   3962.8611	  -4651.7790	   5147.9944	   2016.5323	      0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	
BPM.8R1.B2	      3.5890	     31.2828	    -14.5825	     -9.0431	    -14.5825	      9.0431	      3.5890	    -31.2828	    -26.8265	    -18.5546	     31.8195	     13.6380	    -17.8766	    -29.6681	   -974.0460	   1700.0516	   -974.0460	  -1700.0516	    799.7752	    947.8997	   2836.9272	   6832.6514	   1031.0505	  -6743.9327	  18465.6938	 -12139.9717	   1031.0505	   6743.9327	  -3289.8298	  -4443.5520	  18465.6938	  12139.9717	   2836.9272	  -6832.6514	   3055.1877	   3104.8077	  -5766.6293	   2022.1793	  -3289.8298	   4443.5520	      0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	
BPM.9R1.B2	     31.1577	      4.5490	     17.1574	     -0.2286	     17.1574	      0.2286	     31.1577	     -4.5490	    -28.9074	     15.1088	     -5.0293	     34.2514	     -8.6069	     33.5515	   -433.0815	  -1910.8758	   -433.0815	   1910.8758	   -877.0933	    876.8916	    920.3939	  -7340.9525	   3803.6868	   5663.2519	  17185.4897	  13892.9435	   3803.6868	  -5663.2519	    656.6183	   5489.6289	  17185.4897	 -13892.9435	    920.3939	   7340.9525	   2285.9319	   3708.0501	  -1196.1433	   5992.6532	    656.6183	  -5489.6289	      0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	      0.0000	
BPM.10R1.B2	     27.6582	    -15.0471	     17.0552	     -1.8786	     17.0552	      1.8786	     27.6582	     15.0471	    -24.7700	    -21.2235	    -24.5693	     24.3914	    -28.3940	    -19.8394	  -1363.5831	  -1406.8742	  -1363.5831	   1406.8742	  -1181.6756	   -376.5208	  -6787.6515	  -2942.9795	   6194.1522	   2859.7464	  22059.5549	  -1317.7629	   6194.1522	  -2859.7464	   5453.5654	    910.3868	  22059.5549	   1317.7629	  -6787.6515	   2942.9795	  -4173.8561	   1245.4251	  -2219.9477	  -5693.4719	   5453.5654	   -910.3868	     -0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	
BPM.11R1.B2	     18.2932	    -25.6244	     17.0812	      1.6176	     17.0812	     -1.6176	     18.2932	     25.6244	      7.9665	    -31.6312	    -32.7624	     11.1930	     13.3815	    -31.9498	  -1938.7817	   -281.9449	  -1938.7817	    281.9449	     63.0829	  -1238.6479	  -6506.6120	   3520.3712	   6651.9496	  -1515.7476	  21058.2214	  -6701.8363	   6651.9496	   1515.7476	   4084.5846	  -3726.5647	  21058.2214	   6701.8363	  -6506.6120	  -3520.3712	  -1283.2487	  -4162.1578	   6057.4414	   -807.1140	   4084.5846	   3726.5647	     -0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	
BPM.12R1.B2	    -30.0603	     -3.8822	      4.2919	     -1.8984	      4.2919	      1.8984	    -30.0603	      3.8822	     27.9976	      9.3930	    -20.8569	    -26.0206	    -28.5549	     20.1911	  -1471.3262	   1252.6450	  -1471.3262	  -1252.6450	   1281.0418	    483.5386	   3187.2982	    -39.9199	   3698.9456	  -7275.5614	  -9248.2225	 -20813.7069	   3698.9456	   7275.5614	  -5186.3169	    302.1558	  -9248.2225	  20813.7069	   3187.2982	     39.9199	  -2626.9348	   3241.4437	    383.6668	  -5945.7060	  -5186.3169	   -302.1558	     -0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	
BPM.13R1.B2	    -19.9016	     21.4109	      3.8852	      3.4844	      3.8852	     -3.4844	    -19.9016	    -21.4109	    -29.3864	     -5.9554	      8.3911	    -33.0180	     22.1764	    -27.5053	   1821.8734	    656.9811	   1821.8734	   -656.9811	   -289.0186	  -1337.4988	  -1148.4241	  -3091.8783	  -8061.0269	    314.8719	  -5613.1132	 -22125.0219	  -8061.0269	   -314.8719	   2179.0074	   4802.4736	  -5613.1132	  22125.0219	  -1148.4241	   3091.8783	   4111.4371	   -217.0709	  -3959.9595	   4536.9195	   2179.0074	  -4802.4736	     -0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	     -0.0000	      0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	
BPM.14R1.B2	     -9.8462	     29.3910	     -4.0163	      1.4484	     -4.0163	     -1.4484	     -9.8462	    -29.3910	     31.0602	     -3.6930	     23.8378	    -24.7075	     29.2011	     20.2586	   -798.7519	  -1903.9856	   -798.7519	   1903.9856	  -1377.1814	    313.7301	  -3188.9260	   -802.8000	   5712.1131	   5403.9870	  20340.4449	 -10332.2187	   5712.1131	  -5403.9870	   5202.5831	    953.7834	  20340.4449	  10332.2187	  -3188.9260	    802.8000	  -4101.9945	   -618.6365	  -2456.8961	  -5491.1368	   5202.5831	   -953.7834	     -0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	
BPM.15R1.B2	      8.7736	     28.3935	     -1.2808	     -0.2171	     -1.2808	      0.2171	      8.7736	    -28.3935	      4.2103	     33.9923	      7.0079	    -23.5701	    -14.1488	     25.0919	  -1996.0190	    203.7515	  -1996.0190	   -203.7515	    788.2077	  -1199.7830	   -621.1046	    786.5018	   5809.7337	  -3583.2657	  22367.9139	  -2869.4330	   5809.7337	   3583.2657	    205.8423	  -3949.4457	  22367.9139	   2869.4330	   -621.1046	   -786.5018	   1906.0352	  -3127.6192	   4354.4974	  -4197.2041	    205.8423	   3949.4457	      0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	
BPM.16R1.B2	     18.6209	     23.6112	    -13.0936	      5.0341	    -13.0936	     -5.0341	     18.6209	    -23.6112	    -28.7154	    -23.1862	     25.1103	      0.2731	     25.4730	    -12.7535	  -1424.2808	   1659.8016	  -1424.2808	  -1659.8016	   1181.8921	    324.2439	   4834.8876	   1470.5606	   1788.5066	  -5727.6562	  -5630.2816	 -21393.4832	   1788.5066	   5727.6562	  -2738.4266	   3087.7515	  -5630.2816	  21393.4832	   4834.8876	  -1470.5606	   1242.6072	   3681.0892	  -2763.1471	  -5455.9999	  -2738.4266	  -3087.7515	      0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	
BPM.17R1.B2	     30.6897	     -2.7847	    -10.5467	     -8.4004	    -10.5467	      8.4004	     30.6897	      2.7847	     31.5429	     18.5219	     13.3318	     19.8857	    -21.3003	     18.3512	   2116.4004	    635.3948	   2116.4004	   -635.3948	   -476.0360	  -1117.1119	   -283.4670	  -5017.7061	  -6046.8183	    849.6565	  -3850.0249	 -21709.0858	  -6046.8183	   -849.6565	   3714.6453	   1446.4083	  -3850.0249	  21709.0858	   -283.4670	   5017.7061	   1824.8470	  -3463.4252	  -1536.8332	   5844.8979	   3714.6453	  -1446.4083	      0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	      0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	
BPM.18R1.B2	     23.0266	    -16.0443	     11.3298	     -9.2307	     11.3298	      9.2307	     23.0266	     16.0443	    -34.3795	     -9.0567	      2.8899	     24.1237	    -19.8124	    -19.6245	  -1036.4234	  -1807.5980	  -1036.4234	   1807.5980	  -1042.3743	    538.1248	  -4420.2910	  -2379.1642	   5033.4847	   3781.7709	  20359.3316	  -8550.8148	   5033.4847	  -3781.7709	   3194.4401	  -2483.7454	  20359.3316	   8550.8148	  -4420.2910	   2379.1642	  -2350.2786	   3108.2891	  -4765.7421	  -3791.5137	   3194.4401	   2483.7454	      0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	
BPM.19R1.B2	     19.7755	    -26.5949	     17.2915	      1.9257	     17.2915	     -1.9257	     19.7755	     26.5949	     10.2020	    -31.3926	    -32.3495	     12.1293	     10.3859	    -33.1403	  -2260.5410	     24.5560	  -2260.5410	    -24.5560	    174.7674	  -1196.2673	  -6490.0684	   2443.9009	   7397.8028	  -2360.5257	  22136.8021	  -3671.8482	   7397.8028	   2360.5257	   3975.9109	  -3340.7125	  22136.8021	   3671.8482	  -6490.0684	  -2443.9009	  -1276.9680	  -3614.1299	   5844.0018	  -1703.8643	   3975.9109	   3340.7125	     -0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	
BPM.20R1.B2	    -30.0345	     -4.2747	      4.4044	     -1.5447	      4.4044	      1.5447	    -30.0345	      4.2747	     27.5426	     10.6650	    -21.2390	    -25.7170	    -27.7135	     21.3617	  -1541.8709	   1629.0015	  -1541.8709	  -1629.0015	   1260.9295	    519.9839	   2394.2185	    459.9062	   3830.7132	  -8151.9088	  -7728.9010	 -21737.6683	   3830.7132	   8151.9088	  -4882.9535	    260.6978	  -7728.9010	  21737.6683	   2394.2185	   -459.9062	  -2727.1894	   2660.7505	   -127.5824	  -5953.1932	  -4882.9535	   -260.6978	     -0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	
BPM.21R1.B2	    -19.9021	     21.4041	      3.8878	      3.4788	      3.8878	     -3.4788	    -19.9021	    -21.4041	    -29.4054	     -5.8903	      8.3819	    -33.0189	     22.1495	    -27.5295	   2148.3803	    666.2634	   2148.3803	   -666.2634	   -407.8099	  -1300.9014	   -484.3223	  -2504.8128	  -8908.3002	     80.1477	  -5921.7955	 -22353.9053	  -8908.3002	    -80.1477	   2152.2056	   4484.1842	  -5921.7955	  22353.9053	   -484.3223	   2504.8128	   3746.1685	    117.9689	  -3813.8288	   4660.4512	   2152.2056	  -4484.1842	     -0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	      0.0000	      0.0000	     -0.0000	      0.0000	     -0.0000	      0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	     -0.0000	     -0.0000	     -0.0000	     -0.0000	      0.0000	      0.0000	      0.0000	
