* NAME                                S               BETX               ALFX               BETY               ALFY                MUX                MUY                 DX                 DY                DPX                DPY                  X                  Y                K0L                 K0                K1L               K1SL                K2L                K3L                K4L                 WX                 WY               PHIX               PHIY               DMUX               DMUY KEYWORD                           DBX                DBY                R11                R12                R21                R22 
$ %s                                %le                %le                %le                %le                %le                %le                %le                %le                %le                %le                %le                %le                %le                %le                %le                %le                %le                %le                %le                %le                %le                %le                %le                %le                %le                %le %s                                %le                %le                %le                %le                %le                %le 
 "MQ.12R8.B2"               354.4361417        25.00209097        -0.36770795        186.5122316        2.498331428        1.130444248        1.075865101       0.9291947778      -0.2157673039     0.009256852461     0.003966564956    4.428016513e-09    1.676900114e-10                 -0                  0     -0.02661684966                 -0                 -0                 -0                 -0        431.9556051        32.91000339        2.526641338        1.980776435         38.4471123       -3.211985282 "QUADRUPOLE"                         0                  0   -5.147808524e-06    0.0001242838495    5.314357768e-08   -2.179850913e-06
 "MB.A13R8.B2"               371.101389        49.86719291       -1.124301245        114.0249732        1.851274418        1.208672587        1.094092641        1.119914393      -0.1496635166      0.01435496853     0.003966565022    2.428677832e-08    1.276510461e-10     0.005099988074                  0                 -0                 -0                 -0                 -0                 -0        432.6847754        34.22198109        2.683494175        2.076127411        63.98904749       -3.807879338 "SBEND"                              0                  0   -4.261720394e-06    0.0001589811458    5.315116523e-08   -3.065672088e-06
 "MB.B13R8.B2"              386.7618837        96.21417935       -1.835144311         65.5635251        1.243228602        1.244969327        1.123079297        1.381169411     -0.08754514611      0.01945267537     0.003966565022    4.294754762e-08    9.002604169e-11     0.005099988074                  0                 -0                 -0                 -0                 -0                 -0        433.0470938        34.52385473        2.755862973        2.131659125        66.90062872       -4.624935912 "SBEND"                              0                  0   -3.429091914e-06    0.0001646747566    5.314476643e-08   -3.898001513e-06
 "MB.C13R8.B2"              402.4223784        164.8225179       -2.545776527        36.14667351        0.635182786         1.26481297        1.175205064        1.722253236     -0.02542677558      0.02454982811     0.003966565022    6.160709359e-08    5.240103732e-11     0.005099988074                  0                 -0                 -0                 -0                 -0                 -0        433.4099688         34.8337675        2.795326061        2.233512484        65.50714409       -5.408204334 "SBEND"                              0                  0   -2.596589883e-06    0.0001442960339    5.313685384e-08   -4.730219906e-06
 "BPM.13R8.B2"              403.5756258        170.7547032       -2.598120214        34.73326654       0.5904059613        1.265907055        1.180386049        1.750565258     -0.02085234497      0.02454982811     0.003966565022    6.298112948e-08    4.963031153e-11                 -0                  0                 -0                 -0                 -0                 -0                 -0        433.4367671        34.85691028        2.797497722        2.243699371        65.36971822       -5.426296709 "MONITOR"                            0                  0   -2.535309947e-06    0.0001417647598    5.313685384e-08   -4.791499842e-06
 "MQT.13R8.B2"              404.4896258        175.4781217       -2.439418856        33.69878094       0.5164851659        1.266747308        1.184639083        1.772681179     -0.01723020313      0.02253201048     0.003946189534    6.405846768e-08    4.744313863e-11                 -0                  0     0.001140674824                 -0                 -0                 -0                 -0        433.4572273         34.8754829        2.799165374         2.25206851         65.2599703       -5.432521608 "QUADRUPOLE"                         0                  0   -2.328328484e-06    0.0001396584941    4.496171086e-08   -4.679017068e-06
 "MQ.13R8.B2"               407.8876258        176.9315961        2.452456258        33.39248705      -0.5046837527        1.269765501        1.201061642        1.772633952    -0.004337828519     -0.02686327516     0.003666630288    6.507371974e-08    4.137535698e-11                 -0                  0      0.02761374353                 -0                 -0                 -0                 -0        433.4801607        34.97042284        2.805195742        2.284820744        64.83573372       -5.382995369 "QUADRUPOLE"                         0                  0    1.367203084e-06    0.0001316036622   -4.447180879e-08   -9.052415336e-07
 "MB.A14R8.B2"              424.5528731        106.1975598         1.79194271        60.64943112        -1.13087208        1.289162977        1.261437164        1.361395029       0.0567674721     -0.02176607356     0.003666630283    5.371078234e-08    2.237774439e-11     0.005099988074                  0                 -0                 -0                 -0                 -0                 -0        421.0317239        32.85391564        2.845903031        2.410641206        61.05371119       -4.321662543 "SBEND"                              0                  0    6.262407519e-07    0.0001060830215   -4.447453124e-08   -1.640696824e-07
 "MB.B14R8.B2"              440.2133678        59.79525298         1.17105995        105.2846492       -1.719307238        1.320645442        1.292831389        1.056976425       0.1141887162     -0.01666824681     0.003666630282    4.303134261e-08    4.525503475e-12     0.005099988074                  0                 -0                 -0                 -0                 -0                 -0        421.5994498        33.31168651        2.908962555         2.47520493        51.56175248       -3.387796677 "SBEND"                              0                  0   -7.006303827e-08    0.0001046124448   -4.447414121e-08    5.324220739e-07
 "MB.C14R8.B2"              455.8738625        32.84176121       0.5500453008        168.3502387       -2.307742396        1.378131344        1.311596142       0.8323958638       0.1716099603     -0.01156994527     0.003666630282    3.235067716e-08   -1.332673744e-11     0.005099988074                  0                 -0                 -0                 -0                 -0                 -0        422.1676287        33.77353286        3.024028706        2.514462183        28.29837093       -2.779407696 "SBEND"                              0                  0   -7.663327778e-07    0.0001249534615   -4.447248437e-08    1.228898664e-06
